CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOME16CAT,INCOME,RINCOM16CAT,RINCOME,EDUC,SPEDUC,PAEDUC,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,PAWRKSLF,MAWRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,PARTYID2,POLVIEWS,POLVIEWS3,POLVIEWS2,CAPPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,ELECTRON,VIRUSES,BIGBANG,CONDRIFT,EVOLVED,JOBLOSE,JOBFIND,SATJOB,RICHWORK,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL,CONFINAN,CONBUS,CONEDUC,CONFED,CONLABOR,CONPRESS,CONMEDIC,CONJUDGE,CONLEGIS,COURTS,GRASS,RANK,SATFIN,FINALTER,GRANBORN,HOMPOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63462,2,34,1,5,0,,1,1,3,,11,16250,11,16250,15,,12,12,1,,1,1,2,,25,,2,2,2,2,,7,,,2,1,1,2,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,,,2,1,,3,,3,2,1,4,4,2,2,1,1,3,2,2,2,3,3,1,1,1,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63463,2,40,1,5,5,23,2,1,1,,6,6500,,,14,,,13,1,,,1,4,,,,2,,2,2,,3,2,,6,3,3,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,,,2,1,,3,,2,3,1,1,3,1,2,2,2,3,3,3,2,3,3,1,1,8,3,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63464,2,26,1,5,1,17,1,1,2,2,17,37500,,,15,,,14,1,,,1,1,,54,,2,,2,1,2,1,1,1,4,2,,2,,1,3,,1,,2,1,1,1,1,2,0,1,0,4,3,1,,5,2,,,,2,1,4,5,2,3,3,3,2,3,2,2,3,2,1,7,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63465,2,23,1,5,0,,1,1,3,,12,18750,10,13750,13,,16,18,1,,3,3,1,,36,,2,2,2,2,,2,2,,2,1,1,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,,,2,1,,2,,2,1,1,4,2,2,3,3,2,3,2,3,2,2,3,1,1,8,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63466,2,24,1,5,0,,1,1,2,2,17,37500,17,37500,12,,12,12,1,,1,1,1,,40,,2,2,2,2,1,4,2,,4,2,,1,2,,,,,1,2,1,8,1,8,2,8,8,1,2,2,3,1,5,2,,2,2,,,,,,,,,,,,,,3,,5,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63467,2,28,1,1,0,,2,1,3,1,22,100000,,,16,16,18,12,2,3,4,1,2,1,16,40,2,2,2,2,16,7,,,6,3,3,1,,3,5,4,3,,2,1,1,1,1,8,0,1,2,4,1,2,,3,2,1,,,1,4,2,,3,2,3,3,2,3,2,3,3,2,1,4,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63468,2,56,1,4,2,31,4,1,2,1,22,100000,,,15,,14,15,2,,2,2,7,,,,2,2,2,2,1,1,1,1,3,1,1,1,,1,3,2,1,,0,0,0,0,0,0,0,0,0,,,4,,2,2,,,,1,4,5,1,2,2,2,3,1,2,2,1,3,1,1,4,3,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63469,1,84,1,1,3,21,0,1,3,,20,67500,,,16,13,8,12,3,1,0,,5,8,,,2,2,2,1,,6,3,3,6,3,3,1,1,7,3,4,5,2,0,0,0,0,0,0,0,0,0,,,,,,2,2,2,2,2,4,1,3,2,2,2,2,2,3,1,2,2,2,2,3,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63470,2,42,1,3,3,21,1,2,2,,14,23750,9,11250,16,,,13,3,,,1,2,,48,,1,,2,1,,2,2,,7,3,3,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,3,,2,1,1,4,1,4,3,3,2,3,3,3,1,3,3,2,2,6,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63471,1,44,3,5,0,,1,2,3,2,,,,,20,,9,9,3,,0,0,1,,50,,2,2,2,1,0,2,2,,3,1,1,1,,4,3,3,3,,2,1,1,1,1,2,0,2,1,4,1,1,,1,2,,,,2,4,1,1,2,2,3,2,2,2,2,2,2,2,1,4,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63472,1,51,3,3,3,28,3,2,2,1,26,180000,22,100000,20,,16,20,4,,3,4,3,,,,2,2,2,2,1,,,,3,1,1,2,,2,2,2,2,,1,1,1,1,1,2,0,1,0,4,3,2,,3,2,,,,2,4,2,3,1,2,3,2,2,2,2,1,2,2,2,3,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63473,1,61,2,3,3,24,1,1,2,,19,55000,18,45000,16,,9,13,3,,0,1,1,,41,,2,1,2,2,,2,2,,2,1,1,,1,3,3,1,3,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,,1,1,2,4,2,1,2,2,1,3,2,1,1,1,3,,1,5,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63474,2,37,1,1,2,29,2,1,3,,25,160000,21,82500,16,14,12,12,3,1,1,1,3,1,,45,2,1,2,1,,1,1,1,2,1,1,1,1,5,4,2,2,1,0,0,0,0,0,0,0,0,0,,,1,1,,2,2,1,2,2,1,1,1,2,2,2,3,2,3,2,2,2,2,1,4,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63475,1,39,1,3,2,26,1,1,3,2,18,45000,18,45000,16,,14,14,3,,2,2,1,,40,,2,1,2,2,3,5,3,3,5,3,3,1,,3,3,4,1,,0,0,0,0,0,0,0,0,0,4,1,2,,1,2,,,,2,4,3,1,2,2,2,2,2,2,2,1,2,2,1,4,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63476,1,65,3,4,2,28,1,1,3,1,26,180000,26,180000,18,,14,14,4,,1,1,1,,60,,1,2,1,2,0,4,2,,2,1,1,1,,7,5,5,5,,2,1,1,1,1,2,0,1,0,4,1,1,,5,2,,,,2,4,3,2,3,1,3,2,2,3,2,1,3,,1,7,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63477,2,39,1,2,2,18,1,1,2,2,15,27500,12,18750,14,,12,12,1,,1,1,2,,25,,2,2,2,2,3,0,1,1,2,1,1,2,1,,,,,2,2,1,1,1,1,2,1,1,1,4,3,2,1,5,3,,3,3,,,,,,,,,,,,,,1,,8,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63478,2,26,2,5,0,,1,1,2,,15,27500,15,27500,13,,,12,1,,,1,1,,48,,2,,2,2,,5,3,3,3,1,1,1,1,2,3,1,1,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,,1,1,2,4,3,1,1,1,1,2,2,3,1,2,3,2,1,6,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63479,2,55,1,1,5,16,2,1,2,1,22,100000,21,82500,16,12,10,12,3,1,1,0,1,1,40,40,2,1,2,2,2,6,3,3,6,3,3,1,,7,5,4,5,,2,1,1,1,2,2,0,1,1,3,3,3,,4,2,1,,,2,4,4,2,1,1,2,1,3,3,2,2,2,2,1,5,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63480,2,51,1,1,2,28,3,1,3,1,23,120000,21,82500,16,18,12,12,4,4,1,1,1,3,45,,2,2,,2,3,6,3,3,7,3,3,2,1,,,,,1,2,1,2,2,2,2,0,2,0,4,2,1,1,3,2,1,1,2,,,,,,,,,,,,,,3,,2,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63481,2,50,1,5,0,,1,1,3,1,22,100000,22,100000,16,,14,,3,,2,,1,,49,,2,2,,2,2,1,1,1,4,2,,1,,5,3,3,,,2,2,1,2,1,1,0,1,0,4,2,1,,1,2,,,,2,4,2,,2,2,2,3,2,3,1,2,3,2,1,4,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63482,1,61,1,1,2,27,2,1,3,,20,67500,18,45000,14,12,12,12,2,1,1,1,1,1,70,45,2,2,2,2,,4,2,,5,3,3,1,1,4,4,3,3,1,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,2,1,2,4,4,1,2,2,2,1,2,3,1,2,2,2,1,5,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63483,2,19,1,5,0,,4,1,3,3,26,180000,3,3500,13,,18,14,1,,4,2,1,,,,2,2,2,2,2,5,3,3,6,3,3,2,2,,,,,,2,1,1,1,1,1,8,1,1,,,,,3,1,,1,1,,,,,,,,,,,,,,2,,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63484,2,42,2,5,3,18,2,1,2,1,18,45000,18,45000,14,,12,12,1,,1,1,1,,40,,2,2,2,2,9,0,1,1,2,1,1,2,,1,1,3,1,,2,1,1,1,1,1,0,1,8,4,3,3,,5,3,,,,1,4,4,1,3,3,3,3,3,1,3,2,3,1,2,10,3,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63485,1,30,3,1,2,25,1,2,2,1,16,32500,16,32500,13,13,16,12,1,1,3,1,1,7,70,,2,2,,2,1,2,2,,4,2,,1,1,,,,,1,2,1,1,1,2,8,0,1,0,4,2,1,1,5,1,1,3,2,,,,,,,,,,,,,,2,,6,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63486,2,60,1,5,0,,0,1,1,,12,18750,,,18,,8,12,4,,0,1,7,,,,2,2,2,2,,0,1,1,4,2,,1,1,4,2,4,2,2,0,0,0,0,0,0,0,0,0,,,3,,,3,,3,2,2,4,4,,3,2,1,3,2,2,2,1,3,2,2,8,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63487,2,46,2,5,3,19,3,1,2,1,18,45000,18,45000,13,,,12,2,,,1,1,,45,,2,,2,2,3,0,1,1,4,2,,1,,3,1,3,1,,0,0,0,0,0,0,0,0,0,4,2,2,,5,2,,,,1,4,3,1,1,2,3,3,2,2,1,2,2,2,1,8,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63488,2,35,1,5,2,17,2,1,2,2,18,45000,14,23750,12,,12,15,1,,1,4,1,,35,,2,2,2,2,5,1,1,1,4,2,,2,,4,2,2,3,,0,0,0,0,0,0,0,0,0,2,1,1,,5,2,,,,1,4,4,2,2,1,1,2,1,2,1,1,2,2,2,7,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63489,2,75,2,2,0,,0,1,,1,11,16250,,,12,,,9,1,,0,0,5,,,,2,2,1,2,20,0,1,1,3,1,1,1,1,,,,,1,8,8,8,2,8,2,1,1,2,,,,,3,1,,2,1,,,,,,,,,,,,,,,,5,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63490,2,35,1,1,0,,0,1,1,,8,9000,,,10,12,12,12,0,1,1,1,5,4,,,,,2,,,2,2,,4,2,,1,1,3,1,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,2,2,4,2,2,4,3,,2,1,2,3,3,2,1,1,2,2,1,6,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63491,1,34,1,1,4,26,3,1,3,3,26,180000,26,180000,16,16,12,12,3,3,1,1,1,7,60,,1,2,2,2,0,5,3,3,7,3,3,2,2,,,,,1,2,1,1,1,1,2,0,1,0,4,3,1,1,1,2,1,2,1,,,,,,,,,,,,,,3,,5,1,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63492,1,58,1,3,4,18,2,1,2,1,23,120000,22,100000,14,,8,12,2,,0,1,1,,40,,2,2,,2,3,6,3,3,6,3,3,1,,7,5,5,2,,0,0,0,0,0,0,0,0,0,4,2,1,,5,1,,,,1,1,3,3,3,3,2,1,2,3,2,1,3,2,1,5,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63493,1,55,1,2,2,21,2,1,2,1,26,180000,24,140000,12,,8,12,1,,0,1,1,,86,,2,2,,2,1,6,3,3,6,3,3,1,1,,,,,1,2,1,1,1,8,1,0,1,0,4,3,1,1,2,2,,3,2,,,,,,,,,,,,,,2,,4,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63494,1,86,1,2,3,26,0,1,4,,20,67500,,,16,,,12,3,,0,1,5,,,,2,2,2,2,,2,2,,3,1,1,1,1,5,3,3,3,2,0,0,0,0,0,0,0,0,0,,,,,,3,,2,2,2,4,1,3,2,2,2,3,2,2,2,2,3,,2,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63495,1,54,1,5,0,,1,1,3,1,18,45000,18,45000,12,,8,12,1,,0,1,1,,51,,2,2,2,2,0,6,3,3,6,3,3,1,2,,,,,2,2,2,2,1,8,8,2,1,1,4,1,1,1,1,2,,1,1,,,,,,,,,,,,,,2,,4,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63496,2,44,1,3,0,,1,1,3,2,19,55000,19,55000,16,,12,12,3,,1,1,1,,40,,2,2,2,2,1,5,3,3,6,3,3,1,,6,4,5,4,,2,1,1,1,1,2,0,1,2,3,2,2,,5,2,,,,2,4,3,4,3,2,3,2,3,3,3,2,3,2,2,5,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63497,1,55,1,5,1,47,2,1,3,1,26,180000,22,100000,12,,12,12,1,,1,1,1,,50,,2,2,2,2,4,4,2,,5,3,3,1,2,,,,,1,2,1,1,1,2,2,0,1,0,4,3,1,2,3,1,,1,2,,,,,,,,,,,,,,2,,4,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63498,2,58,1,2,2,24,0,1,2,,13,21250,,,14,,14,9,2,,2,0,7,,,,2,2,,2,,1,1,1,3,1,1,1,1,2,3,3,2,1,0,0,0,0,0,0,0,0,0,,,1,,,2,,2,2,2,4,3,1,1,2,2,3,2,2,1,2,3,2,1,5,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63499,1,54,1,3,1,28,1,1,2,,20,67500,19,55000,15,,,18,1,,,4,1,,50,,2,,2,1,,6,3,3,6,3,3,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,,,4,2,,2,,2,2,2,1,4,2,1,2,3,2,2,3,1,1,3,2,2,5,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63500,2,31,1,4,2,19,1,1,2,,17,37500,17,37500,16,,,11,3,,,1,2,,30,,1,,2,2,,4,2,,4,2,,1,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,,,1,1,,3,,3,1,1,4,3,2,3,3,2,2,1,2,2,1,2,2,1,7,3,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63501,1,51,1,5,0,,1,1,2,2,9,11250,2,2000,15,,12,12,2,,1,1,1,,35,,2,2,2,2,4,4,2,,4,2,,2,1,,,,,2,1,1,1,1,8,1,2,2,2,3,1,1,1,5,2,,2,1,,,,,,,,,,,,,,2,,6,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63502,1,39,1,5,2,20,1,1,2,2,18,45000,18,45000,10,,12,12,0,,1,1,1,,40,,2,2,2,2,8,2,2,,4,2,,1,,3,1,3,1,,2,1,1,1,2,1,0,1,1,4,3,1,,5,1,,,,1,4,2,2,2,2,3,3,2,2,1,2,3,2,1,1,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63503,2,86,1,2,3,23,0,1,2,,15,27500,,,12,,0,0,1,,0,0,5,,,,2,2,,2,,1,1,1,4,2,,1,1,5,5,5,1,1,0,0,0,0,0,0,0,0,0,,,,,,2,,3,2,2,4,2,2,1,2,2,3,2,1,2,1,2,2,1,7,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63504,1,54,1,3,2,38,1,1,2,1,21,82500,21,82500,16,,11,12,3,,0,1,1,,40,,2,2,2,2,2,5,3,3,5,3,3,1,,2,4,3,3,,0,0,0,0,0,0,0,0,0,4,3,1,,5,2,,,,2,1,3,2,2,2,2,2,1,2,1,1,2,2,1,5,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63505,1,26,2,5,4,21,1,1,3,2,,,,,12,,,12,1,,,1,7,,,,,,,,4,3,2,,3,1,1,1,2,,,,,1,2,2,1,1,2,1,2,1,2,,,2,,5,3,,3,2,,,,,,,,,,,,,,1,,10,3,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63506,2,37,1,1,2,29,2,1,3,1,23,120000,21,82500,18,17,,17,4,3,,3,1,1,15,40,2,,2,2,1,2,2,,3,1,1,1,1,,,,,1,2,1,1,1,1,2,1,1,1,4,2,1,1,5,1,1,2,1,,,,,,,,,,,,,,,,4,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63507,1,45,1,3,3,32,1,1,3,,26,180000,26,180000,16,,14,14,3,,2,2,1,,50,,2,2,2,2,,5,3,3,5,3,3,1,1,5,4,4,3,1,0,0,0,0,0,0,0,0,0,,,2,2,,3,,3,1,2,4,1,3,2,2,2,3,2,2,2,2,3,1,1,3,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63508,2,70,2,1,3,24,0,1,3,1,25,160000,,,14,16,8,2,1,3,0,0,5,5,,,2,2,2,2,3,1,1,1,3,1,1,2,1,,,,,2,2,1,1,1,2,1,2,1,2,,,,,2,1,1,2,1,,,,,,,,,,,,,,1,,3,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63509,1,43,3,1,2,27,3,2,2,1,22,100000,20,67500,20,20,20,15,4,4,4,3,1,1,50,40,2,2,,2,1,2,2,,4,2,,2,1,,,,,1,2,2,1,1,1,2,0,1,0,3,2,1,1,1,2,2,1,1,,,,,,,,,,,,,,,,5,2,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63510,1,23,1,5,0,,1,1,3,2,13,21250,13,21250,14,,16,16,1,,3,3,1,,40,,1,2,2,,2,3,2,,4,2,,1,,3,4,3,3,,2,1,1,1,1,2,0,1,1,4,1,1,,5,1,,,,2,4,2,2,1,2,1,2,2,3,1,2,2,,1,3,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63511,2,42,3,5,3,24,2,1,2,2,18,45000,15,27500,17,,11,14,3,,1,2,2,,25,,2,1,2,2,2,0,1,1,5,3,3,2,2,,,,,1,2,2,1,1,2,1,2,1,1,2,3,3,1,2,2,,2,2,,,,,,,,,,,,,,1,,2,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63512,2,86,1,2,6,23,0,1,3,2,14,23750,,,14,,3,12,2,,0,1,5,,,,2,1,2,2,3,2,2,,3,1,1,2,1,,,,,2,2,8,1,8,2,2,0,2,0,,,,,1,2,,2,1,,,,,,,,,,,,,,1,,5,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63513,2,72,1,4,2,22,1,1,3,,19,55000,,,12,,6,6,1,,0,0,5,,,,2,2,2,2,,6,3,3,7,3,3,1,1,7,4,4,1,1,0,0,0,0,0,0,0,0,0,,,,,,2,,2,1,2,4,2,3,2,2,2,1,3,3,2,3,3,2,1,1,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63514,2,55,1,3,1,24,1,2,3,,15,27500,1,500,18,,,18,4,,,1,4,,,,2,,,2,,1,1,1,4,2,,2,1,5,3,1,3,1,0,0,0,0,0,0,0,0,0,,,1,2,,2,,2,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,2,5,2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63515,1,69,2,2,0,,0,1,4,,9,11250,,,11,,0,3,0,,0,0,5,,,,2,2,2,2,,1,1,1,5,3,3,2,2,6,5,5,1,3,0,0,0,0,0,0,0,0,0,,,,,,2,,3,2,2,4,2,,2,2,1,2,2,2,1,2,2,1,1,5,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63516,2,89,2,2,0,,0,1,1,1,,,,,6,,,,0,,0,,5,,,,2,2,,2,24,0,1,1,,,,1,,1,3,3,3,,8,8,8,8,8,1,0,8,0,,,,,5,1,,,,2,4,1,1,2,2,2,3,2,1,1,1,,2,2,,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63517,1,68,2,4,8,19,0,1,4,1,10,13750,,,10,,2,8,0,,0,0,5,,,,2,2,2,2,9,0,1,1,3,1,1,1,2,,,,,1,2,1,1,1,8,1,0,2,0,,,,,4,2,,3,2,,,,,,,,,,,,,,1,,3,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63518,2,45,1,5,0,,1,1,2,1,15,27500,15,27500,12,,12,12,1,,1,1,2,,7,,1,2,2,2,1,6,3,3,7,3,3,2,,6,3,4,4,,0,0,0,0,0,0,0,0,0,4,1,3,,5,1,,,,2,4,3,,1,2,2,2,2,3,2,2,2,,8,5,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63519,2,18,1,5,0,,2,1,3,2,14,23750,,,12,,,12,1,,,1,4,,,,,,2,,3,1,1,1,5,3,3,1,2,,,,,2,2,2,1,2,2,1,1,1,1,,,,,5,2,,2,1,,,,,,,,,,,,,,1,,5,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63520,1,22,1,5,0,,1,1,2,1,9,11250,9,11250,13,,18,16,1,,3,3,1,,50,,2,2,2,2,1,0,1,1,2,1,1,1,,1,3,2,1,,2,1,1,1,2,1,0,2,0,4,2,3,,5,2,,,,1,1,2,3,2,2,1,3,2,2,1,2,3,1,1,6,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63521,2,66,1,1,2,25,0,1,2,,17,37500,,,12,10,,12,1,0,,1,5,5,,,2,,2,1,,4,2,,3,1,1,1,1,4,2,2,2,1,0,0,0,0,0,0,0,0,0,,,,,,2,2,2,2,2,4,2,2,1,2,2,2,1,2,2,2,2,2,1,8,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63522,1,66,1,3,3,19,0,1,1,2,9,11250,,,13,,12,6,1,,,0,5,,,,1,2,,,3,0,1,1,1,1,1,2,1,,,,,1,1,1,1,1,2,1,2,1,1,,,,,4,3,,4,2,,,,,,,,,,,,,,1,,5,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63523,1,21,1,5,0,,2,1,2,,16,32500,10,13750,9,,,12,0,,,1,1,,44,,2,,2,2,,4,2,,4,2,,1,1,6,5,5,5,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,,2,1,2,4,2,3,1,2,3,2,2,3,2,2,2,2,2,7,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63524,1,65,1,1,4,20,2,1,2,1,16,32500,16,32500,12,12,8,8,1,1,0,0,1,7,40,,2,2,2,2,2,5,3,3,6,3,3,1,,5,5,5,3,,0,0,0,0,0,0,0,0,0,4,1,1,,3,2,2,,,1,4,3,3,1,2,2,2,3,3,1,2,2,2,1,5,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63525,1,29,1,1,0,,3,1,2,1,14,23750,,,13,12,13,16,1,1,1,3,2,1,32,35,2,2,2,2,1,7,,,4,2,,2,2,,,,,2,2,1,1,1,2,2,2,1,2,3,1,1,1,4,2,1,2,1,,,,,,,,,,,,,,1,,8,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63526,2,50,1,1,4,18,2,1,2,2,19,55000,3,3500,13,12,8,12,1,1,0,1,2,1,7,46,1,1,2,,4,2,2,,4,2,,1,,1,1,1,1,,2,1,1,1,1,2,0,2,0,4,3,1,,4,1,2,,,1,4,1,2,3,2,3,3,2,2,3,3,3,2,1,4,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63527,1,65,1,3,0,,1,1,2,1,17,37500,9,11250,12,,8,12,1,,0,1,2,,20,,2,2,2,2,5,5,3,3,6,3,3,1,,,,,,2,2,1,1,1,1,2,0,2,0,4,3,2,1,2,2,,2,2,,,,,,,,,,,,,,3,,7,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63528,1,53,1,3,1,20,0,1,2,,6,6500,1,500,11,,,,0,,,1,2,,20,,1,,2,2,,3,2,,4,2,,1,1,4,5,3,1,2,0,0,0,0,0,0,0,0,0,,,2,1,,3,,3,3,1,4,1,1,2,2,2,3,2,2,2,1,2,3,1,5,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63529,2,32,1,1,3,24,1,1,2,2,19,55000,,,14,14,,11,1,1,,1,7,1,,50,2,,2,2,1,4,2,,6,3,3,2,1,,,,,1,2,1,1,1,2,2,2,2,2,,,2,,5,1,1,1,1,,,,,,,,,,,,,,2,,7,2,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
